gene,dataset,method,metric,value,seed
CDKN1B,K562,GEARS,top_DE_Pearson,0.401965480390794,4
CDKN1B,K562,mean,top_DE_Pearson,0.27387177824418857,4
SPI1,K562,OpPert,top_DE_Pearson,0.48998424701580623,0
SPI1,K562,descriptor-only,top_DE_Pearson,0.398709904984033,0
SPI1,K562,linear,top_DE_Pearson,0.45458261523359117,0
SPI1,K562,GEARS,top_DE_Pearson,0.5268786428849094,0
SPI1,K562,mean,top_DE_Pearson,0.41530950500228336,0
SPI1,K562,OpPert,top_DE_Pearson,0.558490505323505,1
SPI1,K562,descriptor-only,top_DE_Pearson,0.42325922663680743,1
SPI1,K562,linear,top_DE_Pearson,0.3350655253822076,1
SPI1,K562,GEARS,top_DE_Pearson,0.4942353745250403,1
SPI1,K562,mean,top_DE_Pearson,0.3415462116216995,1
SPI1,K562,OpPert,top_DE_Pearson,0.5509757252123375,2
SPI1,K562,descriptor-only,top_DE_Pearson,0.5763744178622,2
SPI1,K562,linear,top_DE_Pearson,0.5344357927715844,2
SPI1,K562,GEARS,top_DE_Pearson,0.5371036550949991,2
SPI1,K562,mean,top_DE_Pearson,0.28227537219570403,2
SPI1,K562,OpPert,top_DE_Pearson,0.5092203150481954,3
SPI1,K562,descriptor-only,top_DE_Pearson,0.4443093235842899,3
SPI1,K562,linear,top_DE_Pearson,0.41347557255937883,3
SPI1,K562,GEARS,top_DE_Pearson,0.5200278714991071,3
SPI1,K562,mean,top_DE_Pearson,0.3614145309529423,3
SPI1,K562,OpPert,top_DE_Pearson,0.4747015324167185,4
SPI1,K562,descriptor-only,top_DE_Pearson,0.5218090025457675,4
SPI1,K562,linear,top_DE_Pearson,0.4661386200285316,4
SPI1,K562,GEARS,top_DE_Pearson,0.3862557311954649,4
SPI1,K562,mean,top_DE_Pearson,0.33691942849930184,4
JUN,K562,OpPert,top_DE_Pearson,0.5568723873553744,0
JUN,K562,descriptor-only,top_DE_Pearson,0.5083675416861444,0
JUN,K562,linear,top_DE_Pearson,0.43975141581240307,0
JUN,K562,GEARS,top_DE_Pearson,0.5396762960468324,0
JUN,K562,mean,top_DE_Pearson,0.35122851920621295,0
JUN,K562,OpPert,top_DE_Pearson,0.4610967234577453,1
JUN,K562,descriptor-only,top_DE_Pearson,0.3650899935910492,1
JUN,K562,linear,top_DE_Pearson,0.5273535922089609,1
JUN,K562,GEARS,top_DE_Pearson,0.5617590507029061,1
JUN,K562,mean,top_DE_Pearson,0.3593745538242834,1
JUN,K562,OpPert,top_DE_Pearson,0.6297424032708018,2
JUN,K562,descriptor-only,top_DE_Pearson,0.5133965909424965,2
JUN,K562,linear,top_DE_Pearson,0.5010177237687833,2
JUN,K562,GEARS,top_DE_Pearson,0.4353213106759797,2
JUN,K562,mean,top_DE_Pearson,0.44388572506194063,2
JUN,K562,OpPert,top_DE_Pearson,0.5721780859324964,3
JUN,K562,descriptor-only,top_DE_Pearson,0.4268496735233027,3
JUN,K562,linear,top_DE_Pearson,0.4199037996816821,3
JUN,K562,GEARS,top_DE_Pearson,0.5054070268908314,3
JUN,K562,mean,top_DE_Pearson,0.23973645490969275,3
JUN,K562,OpPert,top_DE_Pearson,0.5819803965211718,4
JUN,K562,descriptor-only,top_DE_Pearson,0.3927857511183584,4
JUN,K562,linear,top_DE_Pearson,0.4822364865294572,4
JUN,K562,GEARS,top_DE_Pearson,0.4587027797585104,4
JUN,K562,mean,top_DE_Pearson,0.3241348772365178,4
FOS,K562,OpPert,top_DE_Pearson,0.49458540763409614,0
FOS,K562,descriptor-only,top_DE_Pearson,0.4403262341291519,0
FOS,K562,linear,top_DE_Pearson,0.5733627727610413,0
FOS,K562,GEARS,top_DE_Pearson,0.5731035776229184,0
FOS,K562,mean,top_DE_Pearson,0.3612687372997274,0
FOS,K562,OpPert,top_DE_Pearson,0.5384823440661028,1
FOS,K562,descriptor-only,top_DE_Pearson,0.5006520714415731,1
FOS,K562,linear,top_DE_Pearson,0.5277982236464533,1
FOS,K562,GEARS,top_DE_Pearson,0.44021089706754823,1
FOS,K562,mean,top_DE_Pearson,0.3353536679420679,1
FOS,K562,OpPert,top_DE_Pearson,0.4306825062259152,2
FOS,K562,descriptor-only,top_DE_Pearson,0.5173861266156536,2
FOS,K562,linear,top_DE_Pearson,0.5839014554620513,2
FOS,K562,GEARS,top_DE_Pearson,0.4948049574773851,2
FOS,K562,mean,top_DE_Pearson,0.21249939250581903,2
FOS,K562,OpPert,top_DE_Pearson,0.576533430994622,3
FOS,K562,descriptor-only,top_DE_Pearson,0.3957546500310552,3
FOS,K562,linear,top_DE_Pearson,0.42019903350013244,3
FOS,K562,GEARS,top_DE_Pearson,0.5275945833874602,3
FOS,K562,mean,top_DE_Pearson,0.3552732475307635,3
FOS,K562,OpPert,top_DE_Pearson,0.510713473479684,4
FOS,K562,descriptor-only,top_DE_Pearson,0.4110236620439002,4
FOS,K562,linear,top_DE_Pearson,0.46755016331325,4
FOS,K562,GEARS,top_DE_Pearson,0.4654320668492579,4
FOS,K562,mean,top_DE_Pearson,0.2734457719838196,4
KLF1,K562,OpPert,top_DE_Pearson,0.5200462091112984,0
KLF1,K562,descriptor-only,top_DE_Pearson,0.47037555739531106,0
KLF1,K562,linear,top_DE_Pearson,0.449313791990822,0
KLF1,K562,GEARS,top_DE_Pearson,0.4051894841051089,0
KLF1,K562,mean,top_DE_Pearson,0.3993438772825324,0
KLF1,K562,OpPert,top_DE_Pearson,0.3756713137834,1
KLF1,K562,descriptor-only,top_DE_Pearson,0.4232180906982939,1
KLF1,K562,linear,top_DE_Pearson,0.4227880927267651,1
KLF1,K562,GEARS,top_DE_Pearson,0.4988907326722849,1
KLF1,K562,mean,top_DE_Pearson,0.37369970846816414,1
KLF1,K562,OpPert,top_DE_Pearson,0.6076058884956621,2
KLF1,K562,descriptor-only,top_DE_Pearson,0.4072557075988704,2
KLF1,K562,linear,top_DE_Pearson,0.49519494024000893,2
KLF1,K562,GEARS,top_DE_Pearson,0.5017491032728877,2
KLF1,K562,mean,top_DE_Pearson,0.23730763748900663,2
KLF1,K562,OpPert,top_DE_Pearson,0.6540324153260466,3
KLF1,K562,descriptor-only,top_DE_Pearson,0.36367349236558805,3
KLF1,K562,linear,top_DE_Pearson,0.4851698363385829,3
KLF1,K562,GEARS,top_DE_Pearson,0.5133975966518649,3
KLF1,K562,mean,top_DE_Pearson,0.35653820693974464,3
KLF1,K562,OpPert,top_DE_Pearson,0.5103253870703036,4
KLF1,K562,descriptor-only,top_DE_Pearson,0.49963515906843015,4
KLF1,K562,linear,top_DE_Pearson,0.3663779515634143,4
KLF1,K562,GEARS,top_DE_Pearson,0.48605027267956463,4
KLF1,K562,mean,top_DE_Pearson,0.3061675194068525,4
ELK1,K562,OpPert,top_DE_Pearson,0.49936212347597814,0
ELK1,K562,descriptor-only,top_DE_Pearson,0.47572486724721275,0
ELK1,K562,linear,top_DE_Pearson,0.524648712563181,0
ELK1,K562,GEARS,top_DE_Pearson,0.469404654289788,0
ELK1,K562,mean,top_DE_Pearson,0.3868408653955467,0
ELK1,K562,OpPert,top_DE_Pearson,0.542984439926676,1
ELK1,K562,descriptor-only,top_DE_Pearson,0.3964360674457195,1
ELK1,K562,linear,top_DE_Pearson,0.4445228744055362,1
ELK1,K562,GEARS,top_DE_Pearson,0.4720308465525031,1
ELK1,K562,mean,top_DE_Pearson,0.29820040524967323,1
ELK1,K562,OpPert,top_DE_Pearson,0.5657089757193501,2
ELK1,K562,descriptor-only,top_DE_Pearson,0.4640787712622856,2
ELK1,K562,linear,top_DE_Pearson,0.36456101810383496,2
ELK1,K562,GEARS,top_DE_Pearson,0.39090844028563854,2
ELK1,K562,mean,top_DE_Pearson,0.3654810671923453,2
ELK1,K562,OpPert,top_DE_Pearson,0.49108281427232797,3
ELK1,K562,descriptor-only,top_DE_Pearson,0.4681224693060195,3
ELK1,K562,linear,top_DE_Pearson,0.5068558946865513,3
ELK1,K562,GEARS,top_DE_Pearson,0.41374282975566645,3
ELK1,K562,mean,top_DE_Pearson,0.25530776472542893,3
ELK1,K562,OpPert,top_DE_Pearson,0.6404659009437177,4
ELK1,K562,descriptor-only,top_DE_Pearson,0.47109424697774754,4
ELK1,K562,linear,top_DE_Pearson,0.4348455605996038,4
ELK1,K562,GEARS,top_DE_Pearson,0.43396357284122417,4
ELK1,K562,mean,top_DE_Pearson,0.30937354906556325,4
FOXA1,K562,OpPert,top_DE_Pearson,0.4685656598332014,0
FOXA1,K562,descriptor-only,top_DE_Pearson,0.5030047304454355,0
FOXA1,K562,linear,top_DE_Pearson,0.4133949307836208,0
FOXA1,K562,GEARS,top_DE_Pearson,0.5556120752929761,0
FOXA1,K562,mean,top_DE_Pearson,0.31596226481379935,0
FOXA1,K562,OpPert,top_DE_Pearson,0.4773989889829612,1
FOXA1,K562,descriptor-only,top_DE_Pearson,0.4244219047191719,1
FOXA1,K562,linear,top_DE_Pearson,0.30254999334991506,1
FOXA1,K562,GEARS,top_DE_Pearson,0.4827538853995596,1
FOXA1,K562,mean,top_DE_Pearson,0.3297928485321905,1
FOXA1,K562,OpPert,top_DE_Pearson,0.5894845647928781,2
FOXA1,K562,descriptor-only,top_DE_Pearson,0.33682170432099723,2
FOXA1,K562,linear,top_DE_Pearson,0.5297119816518129,2
FOXA1,K562,GEARS,top_DE_Pearson,0.5392359576998593,2
FOXA1,K562,mean,top_DE_Pearson,0.4151226138219198,2
FOXA1,K562,OpPert,top_DE_Pearson,0.5368367174397518,3
FOXA1,K562,descriptor-only,top_DE_Pearson,0.5108338100461653,3
FOXA1,K562,linear,top_DE_Pearson,0.3717253579055857,3
FOXA1,K562,GEARS,top_DE_Pearson,0.532782853912272,3
FOXA1,K562,mean,top_DE_Pearson,0.2937302342740033,3
FOXA1,K562,OpPert,top_DE_Pearson,0.44091589005462384,4
FOXA1,K562,descriptor-only,top_DE_Pearson,0.38255156891013836,4
FOXA1,K562,linear,top_DE_Pearson,0.46033186831775624,4
FOXA1,K562,GEARS,top_DE_Pearson,0.4405420475069438,4
FOXA1,K562,mean,top_DE_Pearson,0.36256441190174804,4
MAPK1,K562,OpPert,top_DE_Pearson,0.431505746699759,0
MAPK1,K562,descriptor-only,top_DE_Pearson,0.3223741473830483,0
MAPK1,K562,linear,top_DE_Pearson,0.5423432460486146,0
MAPK1,K562,GEARS,top_DE_Pearson,0.5442280077640861,0
MAPK1,K562,mean,top_DE_Pearson,0.2770421898451716,0
MAPK1,K562,OpPert,top_DE_Pearson,0.5398200213917677,1
MAPK1,K562,descriptor-only,top_DE_Pearson,0.5111704236120794,1
MAPK1,K562,linear,top_DE_Pearson,0.4851520364974363,1
MAPK1,K562,GEARS,top_DE_Pearson,0.49889338577100867,1
MAPK1,K562,mean,top_DE_Pearson,0.4057092448787558,1
MAPK1,K562,OpPert,top_DE_Pearson,0.49615725148792683,2
MAPK1,K562,descriptor-only,top_DE_Pearson,0.45187070691987774,2
MAPK1,K562,linear,top_DE_Pearson,0.4589290817024565,2
MAPK1,K562,GEARS,top_DE_Pearson,0.47363427713973744,2
MAPK1,K562,mean,top_DE_Pearson,0.31661166931475493,2
MAPK1,K562,OpPert,top_DE_Pearson,0.5443720942697095,3
MAPK1,K562,descriptor-only,top_DE_Pearson,0.4520644497591317,3
MAPK1,K562,linear,top_DE_Pearson,0.3970943414479285,3
MAPK1,K562,GEARS,top_DE_Pearson,0.5381077545940268,3
MAPK1,K562,mean,top_DE_Pearson,0.28141688753402455,3
MAPK1,K562,OpPert,top_DE_Pearson,0.5269059933271696,4
MAPK1,K562,descriptor-only,top_DE_Pearson,0.4322831716367969,4
MAPK1,K562,linear,top_DE_Pearson,0.48148621675955294,4
MAPK1,K562,GEARS,top_DE_Pearson,0.36285376358696003,4
MAPK1,K562,mean,top_DE_Pearson,0.3934545888957675,4
STAT3,K562,OpPert,top_DE_Pearson,0.49938057914327016,0
STAT3,K562,descriptor-only,top_DE_Pearson,0.5231977976866232,0
STAT3,K562,linear,top_DE_Pearson,0.43131010452903074,0
STAT3,K562,GEARS,top_DE_Pearson,0.48706938485595935,0
STAT3,K562,mean,top_DE_Pearson,0.4548271624041054,0
STAT3,K562,OpPert,top_DE_Pearson,0.5233597074723799,1
STAT3,K562,descriptor-only,top_DE_Pearson,0.5243309930804075,1
STAT3,K562,linear,top_DE_Pearson,0.4623427051338736,1
STAT3,K562,GEARS,top_DE_Pearson,0.5149251298176094,1
STAT3,K562,mean,top_DE_Pearson,0.3441975153646825,1
STAT3,K562,OpPert,top_DE_Pearson,0.5908710975780075,2
STAT3,K562,descriptor-only,top_DE_Pearson,0.40886810322881695,2
STAT3,K562,linear,top_DE_Pearson,0.4009570886188489,2
STAT3,K562,GEARS,top_DE_Pearson,0.4516854285773787,2
STAT3,K562,mean,top_DE_Pearson,0.3459826225794455,2
STAT3,K562,OpPert,top_DE_Pearson,0.5267508728669803,3
STAT3,K562,descriptor-only,top_DE_Pearson,0.4926164925882706,3
STAT3,K562,linear,top_DE_Pearson,0.5382839019892912,3
STAT3,K562,GEARS,top_DE_Pearson,0.4314496997658995,3
STAT3,K562,mean,top_DE_Pearson,0.29596307250316406,3
STAT3,K562,OpPert,top_DE_Pearson,0.4538256349012288,4
STAT3,K562,descriptor-only,top_DE_Pearson,0.5718223794455463,4
STAT3,K562,linear,top_DE_Pearson,0.47828016994730965,4
STAT3,K562,GEARS,top_DE_Pearson,0.5187881392030946,4
STAT3,K562,mean,top_DE_Pearson,0.25958749689813715,4
CEBPA,RPE1,OpPert,top_DE_Pearson,0.5399298006595875,0
CEBPA,RPE1,descriptor-only,top_DE_Pearson,0.4805548790647851,0
CEBPA,RPE1,linear,top_DE_Pearson,0.44483453856793453,0
CEBPA,RPE1,GEARS,top_DE_Pearson,0.5545423374895837,0
CEBPA,RPE1,mean,top_DE_Pearson,0.4787098675385698,0
CEBPA,RPE1,OpPert,top_DE_Pearson,0.4831762303743629,1
CEBPA,RPE1,descriptor-only,top_DE_Pearson,0.3886747652413982,1
CEBPA,RPE1,linear,top_DE_Pearson,0.4073346360682854,1
CEBPA,RPE1,GEARS,top_DE_Pearson,0.5863719496009894,1
CEBPA,RPE1,mean,top_DE_Pearson,0.4025413190217811,1
CEBPA,RPE1,OpPert,top_DE_Pearson,0.5318683309323812,2
CEBPA,RPE1,descriptor-only,top_DE_Pearson,0.45219357986405245,2
CEBPA,RPE1,linear,top_DE_Pearson,0.41100738242819673,2
CEBPA,RPE1,GEARS,top_DE_Pearson,0.543401629464591,2
CEBPA,RPE1,mean,top_DE_Pearson,0.3172058905534868,2
CEBPA,RPE1,OpPert,top_DE_Pearson,0.5243954076327001,3
CEBPA,RPE1,descriptor-only,top_DE_Pearson,0.4865273862917554,3
CEBPA,RPE1,linear,top_DE_Pearson,0.44872030371500676,3
CEBPA,RPE1,GEARS,top_DE_Pearson,0.47590204039012923,3
CEBPA,RPE1,mean,top_DE_Pearson,0.3406345123317445,3
CEBPA,RPE1,OpPert,top_DE_Pearson,0.5877213248275847,4
CEBPA,RPE1,descriptor-only,top_DE_Pearson,0.54878958452903,4
CEBPA,RPE1,linear,top_DE_Pearson,0.49512917393476497,4
CEBPA,RPE1,GEARS,top_DE_Pearson,0.538198853417456,4
CEBPA,RPE1,mean,top_DE_Pearson,0.32800875627393256,4
CEBPE,RPE1,OpPert,top_DE_Pearson,0.497532128209877,0
CEBPE,RPE1,descriptor-only,top_DE_Pearson,0.48923917393410693,0
CEBPE,RPE1,linear,top_DE_Pearson,0.4702744494760343,0
CEBPE,RPE1,GEARS,top_DE_Pearson,0.40464228107501504,0
CEBPE,RPE1,mean,top_DE_Pearson,0.3203158225944641,0
CEBPE,RPE1,OpPert,top_DE_Pearson,0.5350261785911068,1
CEBPE,RPE1,descriptor-only,top_DE_Pearson,0.4193725279782913,1
CEBPE,RPE1,linear,top_DE_Pearson,0.5489041356725277,1
CEBPE,RPE1,GEARS,top_DE_Pearson,0.518790342214133,1
CEBPE,RPE1,mean,top_DE_Pearson,0.4223904950733189,1
CEBPE,RPE1,OpPert,top_DE_Pearson,0.5558055156991296,2
CEBPE,RPE1,descriptor-only,top_DE_Pearson,0.4548832701855047,2
CEBPE,RPE1,linear,top_DE_Pearson,0.4038041309433851,2
CEBPE,RPE1,GEARS,top_DE_Pearson,0.490715771991794,2
CEBPE,RPE1,mean,top_DE_Pearson,0.3407832355405264,2
CEBPE,RPE1,OpPert,top_DE_Pearson,0.45797316695794604,3
CEBPE,RPE1,descriptor-only,top_DE_Pearson,0.41762835181377633,3
CEBPE,RPE1,linear,top_DE_Pearson,0.4406030440890183,3
CEBPE,RPE1,GEARS,top_DE_Pearson,0.5148087726433432,3
CEBPE,RPE1,mean,top_DE_Pearson,0.3676810067191424,3
CEBPE,RPE1,OpPert,top_DE_Pearson,0.5051208910820878,4
CEBPE,RPE1,descriptor-only,top_DE_Pearson,0.4781321761525131,4
CEBPE,RPE1,linear,top_DE_Pearson,0.449075264239089,4
CEBPE,RPE1,GEARS,top_DE_Pearson,0.3178227985087026,4
CEBPE,RPE1,mean,top_DE_Pearson,0.3109178780829075,4
CDKN1A,RPE1,OpPert,top_DE_Pearson,0.6047393184085428,0
CDKN1A,RPE1,descriptor-only,top_DE_Pearson,0.34909165460233926,0
CDKN1A,RPE1,linear,top_DE_Pearson,0.46676147202493246,0
CDKN1A,RPE1,GEARS,top_DE_Pearson,0.5851156728511172,0
CDKN1A,RPE1,mean,top_DE_Pearson,0.29436322281937116,0
CDKN1A,RPE1,OpPert,top_DE_Pearson,0.5401289448256612,1
CDKN1A,RPE1,descriptor-only,top_DE_Pearson,0.37175902456632476,1
CDKN1A,RPE1,linear,top_DE_Pearson,0.5576338684998143,1
CDKN1A,RPE1,GEARS,top_DE_Pearson,0.4850000423802031,1
CDKN1A,RPE1,mean,top_DE_Pearson,0.34279761056764113,1
CDKN1A,RPE1,OpPert,top_DE_Pearson,0.6212580279303374,2
CDKN1A,RPE1,descriptor-only,top_DE_Pearson,0.48968870367872885,2
CDKN1A,RPE1,linear,top_DE_Pearson,0.40746227605019564,2
CDKN1A,RPE1,GEARS,top_DE_Pearson,0.45116332455476105,2
CDKN1A,RPE1,mean,top_DE_Pearson,0.36969587827139794,2
CDKN1A,RPE1,OpPert,top_DE_Pearson,0.5025527366962237,3
CDKN1A,RPE1,descriptor-only,top_DE_Pearson,0.3229654012727684,3
CDKN1A,RPE1,linear,top_DE_Pearson,0.45680555208165535,3
CDKN1A,RPE1,GEARS,top_DE_Pearson,0.4011872403325114,3
CDKN1A,RPE1,mean,top_DE_Pearson,0.4369769052138236,3
CDKN1A,RPE1,OpPert,top_DE_Pearson,0.5506072582657892,4
CDKN1A,RPE1,descriptor-only,top_DE_Pearson,0.3956894965953855,4
CDKN1A,RPE1,linear,top_DE_Pearson,0.4180820551202528,4
CDKN1A,RPE1,GEARS,top_DE_Pearson,0.3766361447275648,4
CDKN1A,RPE1,mean,top_DE_Pearson,0.2740322867931698,4
CDKN1B,RPE1,OpPert,top_DE_Pearson,0.600979392152442,0
CDKN1B,RPE1,descriptor-only,top_DE_Pearson,0.5839071687295435,0
CDKN1B,RPE1,linear,top_DE_Pearson,0.5035837907919375,0
CDKN1B,RPE1,GEARS,top_DE_Pearson,0.48447744768273826,0
CDKN1B,RPE1,mean,top_DE_Pearson,0.31408243746076503,0
CDKN1B,RPE1,OpPert,top_DE_Pearson,0.4826102511854183,1
CDKN1B,RPE1,descriptor-only,top_DE_Pearson,0.5735859539603845,1
CDKN1B,RPE1,linear,top_DE_Pearson,0.44867507788813754,1
CDKN1B,RPE1,GEARS,top_DE_Pearson,0.6169377898037502,1
CDKN1B,RPE1,mean,top_DE_Pearson,0.4236111705766037,1
CDKN1B,RPE1,OpPert,top_DE_Pearson,0.4355522141192236,2
CDKN1B,RPE1,descriptor-only,top_DE_Pearson,0.4100428562544425,2
CDKN1B,RPE1,linear,top_DE_Pearson,0.41985729254957066,2
CDKN1B,RPE1,GEARS,top_DE_Pearson,0.48520921815365564,2
CDKN1B,RPE1,mean,top_DE_Pearson,0.3363811448131748,2
CDKN1B,RPE1,OpPert,top_DE_Pearson,0.7197743457238885,3
CDKN1B,RPE1,descriptor-only,top_DE_Pearson,0.3853663275315145,3
CDKN1B,RPE1,linear,top_DE_Pearson,0.4737381961398634,3
CDKN1B,RPE1,GEARS,top_DE_Pearson,0.5269904645480682,3
CDKN1B,RPE1,mean,top_DE_Pearson,0.33990567973184826,3
CDKN1B,RPE1,OpPert,top_DE_Pearson,0.5466108346668815,4
CDKN1B,RPE1,descriptor-only,top_DE_Pearson,0.3873114663416048,4
CDKN1B,RPE1,linear,top_DE_Pearson,0.46638917167616095,4
CDKN1B,RPE1,GEARS,top_DE_Pearson,0.5206839397704623,4
CDKN1B,RPE1,mean,top_DE_Pearson,0.35965603505626775,4
SPI1,RPE1,OpPert,top_DE_Pearson,0.5742120542347255,0
SPI1,RPE1,descriptor-only,top_DE_Pearson,0.534756474038174,0
SPI1,RPE1,linear,top_DE_Pearson,0.5162179925148606,0
SPI1,RPE1,GEARS,top_DE_Pearson,0.4942776768098462,0
SPI1,RPE1,mean,top_DE_Pearson,0.26969449888700336,0
SPI1,RPE1,OpPert,top_DE_Pearson,0.5039996835173328,1
SPI1,RPE1,descriptor-only,top_DE_Pearson,0.4368221308849551,1
SPI1,RPE1,linear,top_DE_Pearson,0.4751407498804869,1
SPI1,RPE1,GEARS,top_DE_Pearson,0.4613000343100363,1
SPI1,RPE1,mean,top_DE_Pearson,0.28385600804893896,1
SPI1,RPE1,OpPert,top_DE_Pearson,0.4687080786527798,2
SPI1,RPE1,descriptor-only,top_DE_Pearson,0.3509293344566682,2
SPI1,RPE1,linear,top_DE_Pearson,0.4459029577735259,2
SPI1,RPE1,GEARS,top_DE_Pearson,0.4018200734757817,2
SPI1,RPE1,mean,top_DE_Pearson,0.2799684589505565,2
SPI1,RPE1,OpPert,top_DE_Pearson,0.5163658876293419,3
SPI1,RPE1,descriptor-only,top_DE_Pearson,0.36984496143651396,3
SPI1,RPE1,linear,top_DE_Pearson,0.48278513130992184,3
SPI1,RPE1,GEARS,top_DE_Pearson,0.5344133838163412,3
SPI1,RPE1,mean,top_DE_Pearson,0.3070343788134761,3
SPI1,RPE1,OpPert,top_DE_Pearson,0.5137783615434,4
SPI1,RPE1,descriptor-only,top_DE_Pearson,0.4822457862083447,4
SPI1,RPE1,linear,top_DE_Pearson,0.41716029416591927,4
SPI1,RPE1,GEARS,top_DE_Pearson,0.4430359653041623,4
SPI1,RPE1,mean,top_DE_Pearson,0.41178990869117743,4
JUN,RPE1,OpPert,top_DE_Pearson,0.5930512643227672,0
JUN,RPE1,descriptor-only,top_DE_Pearson,0.48609300014063517,0
JUN,RPE1,linear,top_DE_Pearson,0.5155386772836456,0
JUN,RPE1,GEARS,top_DE_Pearson,0.3713632764779582,0
JUN,RPE1,mean,top_DE_Pearson,0.4212301328075865,0
JUN,RPE1,OpPert,top_DE_Pearson,0.5635237269950246,1
JUN,RPE1,descriptor-only,top_DE_Pearson,0.5106468830403441,1
JUN,RPE1,linear,top_DE_Pearson,0.4832297067469818,1
JUN,RPE1,GEARS,top_DE_Pearson,0.49293548948080934,1
JUN,RPE1,mean,top_DE_Pearson,0.32348144725827677,1
JUN,RPE1,OpPert,top_DE_Pearson,0.5620286626131724,2
JUN,RPE1,descriptor-only,top_DE_Pearson,0.4312951254657269,2
JUN,RPE1,linear,top_DE_Pearson,0.5120725660039067,2
JUN,RPE1,GEARS,top_DE_Pearson,0.39481260132686796,2
JUN,RPE1,mean,top_DE_Pearson,0.3075054482923434,2
JUN,RPE1,OpPert,top_DE_Pearson,0.6626893949085988,3
JUN,RPE1,descriptor-only,top_DE_Pearson,0.41243517218565645,3
JUN,RPE1,linear,top_DE_Pearson,0.4456789766161913,3
JUN,RPE1,GEARS,top_DE_Pearson,0.4370451439989954,3
JUN,RPE1,mean,top_DE_Pearson,0.3601507403731495,3
JUN,RPE1,OpPert,top_DE_Pearson,0.49582410659146836,4
JUN,RPE1,descriptor-only,top_DE_Pearson,0.438863343911577,4
JUN,RPE1,linear,top_DE_Pearson,0.5109319921621043,4
JUN,RPE1,GEARS,top_DE_Pearson,0.44807419487111105,4
JUN,RPE1,mean,top_DE_Pearson,0.3873166671559133,4
FOS,RPE1,OpPert,top_DE_Pearson,0.5893337589336214,0
FOS,RPE1,descriptor-only,top_DE_Pearson,0.5132973656831576,0
FOS,RPE1,linear,top_DE_Pearson,0.46843245969508246,0
FOS,RPE1,GEARS,top_DE_Pearson,0.6844755446186072,0
FOS,RPE1,mean,top_DE_Pearson,0.40327202179252497,0
FOS,RPE1,OpPert,top_DE_Pearson,0.5594926574644097,1
FOS,RPE1,descriptor-only,top_DE_Pearson,0.3974445351550959,1
FOS,RPE1,linear,top_DE_Pearson,0.45417645244755156,1
FOS,RPE1,GEARS,top_DE_Pearson,0.5755796186140021,1
FOS,RPE1,mean,top_DE_Pearson,0.44257207693757616,1
FOS,RPE1,OpPert,top_DE_Pearson,0.6286997460264138,2
FOS,RPE1,descriptor-only,top_DE_Pearson,0.4971115384037772,2
FOS,RPE1,linear,top_DE_Pearson,0.38466038762226573,2
FOS,RPE1,GEARS,top_DE_Pearson,0.5192297090695402,2
FOS,RPE1,mean,top_DE_Pearson,0.26551585731682015,2
FOS,RPE1,OpPert,top_DE_Pearson,0.4507517283971545,3
FOS,RPE1,descriptor-only,top_DE_Pearson,0.46434952107463434,3
FOS,RPE1,linear,top_DE_Pearson,0.491391966836185,3
FOS,RPE1,GEARS,top_DE_Pearson,0.5442026259088483,3
FOS,RPE1,mean,top_DE_Pearson,0.3698281744231657,3
FOS,RPE1,OpPert,top_DE_Pearson,0.5718951591445649,4
FOS,RPE1,descriptor-only,top_DE_Pearson,0.3909208449004574,4
FOS,RPE1,linear,top_DE_Pearson,0.45370139891892003,4
FOS,RPE1,GEARS,top_DE_Pearson,0.3995729928619307,4
FOS,RPE1,mean,top_DE_Pearson,0.2197978522359883,4
KLF1,RPE1,OpPert,top_DE_Pearson,0.5844385625905845,0
KLF1,RPE1,descriptor-only,top_DE_Pearson,0.4048125363725425,0
KLF1,RPE1,linear,top_DE_Pearson,0.5123499101285832,0
KLF1,RPE1,GEARS,top_DE_Pearson,0.5565008546728023,0
KLF1,RPE1,mean,top_DE_Pearson,0.30284096052260817,0
KLF1,RPE1,OpPert,top_DE_Pearson,0.575418665673318,1
KLF1,RPE1,descriptor-only,top_DE_Pearson,0.4103305962831815,1
KLF1,RPE1,linear,top_DE_Pearson,0.3492472675223906,1
KLF1,RPE1,GEARS,top_DE_Pearson,0.4973985642665475,1
KLF1,RPE1,mean,top_DE_Pearson,0.3117475672170544,1
KLF1,RPE1,OpPert,top_DE_Pearson,0.5135946593647721,2
KLF1,RPE1,descriptor-only,top_DE_Pearson,0.5685205870707315,2
KLF1,RPE1,linear,top_DE_Pearson,0.3684485810360397,2
KLF1,RPE1,GEARS,top_DE_Pearson,0.5129722681222882,2
KLF1,RPE1,mean,top_DE_Pearson,0.28031156577131494,2
KLF1,RPE1,OpPert,top_DE_Pearson,0.5944956845560395,3
KLF1,RPE1,descriptor-only,top_DE_Pearson,0.46790587417050394,3
KLF1,RPE1,linear,top_DE_Pearson,0.4827606609508368,3
KLF1,RPE1,GEARS,top_DE_Pearson,0.4333066229438644,3
KLF1,RPE1,mean,top_DE_Pearson,0.2940647252027006,3
KLF1,RPE1,OpPert,top_DE_Pearson,0.5956350304407532,4
KLF1,RPE1,descriptor-only,top_DE_Pearson,0.5562478633036538,4
KLF1,RPE1,linear,top_DE_Pearson,0.4888184690334513,4
KLF1,RPE1,GEARS,top_DE_Pearson,0.436154756753714,4
KLF1,RPE1,mean,top_DE_Pearson,0.3603363113477241,4
