dataset,descriptor_similarity,generator_similarity
RPE1,0.9730606145712987,0.7223876641005686
RPE1,0.3257194042086058,0.39292233980552455
RPE1,0.360099630475033,0.5046659846300323
RPE1,0.2184648924981305,0.21593569600323534
RPE1,0.20170225240252437,0.37397001341219616
RPE1,0.44574935838327434,0.6239963480299842
RPE1,0.5854549619023482,0.4616961882592832
RPE1,0.0097326724686162,0.006774102463758369
RPE1,0.06693402566102347,0.4226801160367133
RPE1,0.2368521217583356,0.4105282256206294
RPE1,0.6099527786289806,0.24500261408805787
RPE1,0.41052949756844037,0.3696289162676048
RPE1,0.4496025750508157,0.7402395918198184
RPE1,0.015152819817278229,0.25596834431385035
RPE1,0.9500392076557908,0.6824140851517277
RPE1,0.45781841380651234,0.23253311315515512
RPE1,0.8418833559195065,0.4433272164648774
RPE1,0.6113654699360509,0.6306264658241845
RPE1,0.0770646679970809,0.036887819906534
RPE1,0.6206759919694284,0.5564755843441803
RPE1,0.8446834474420555,0.6037490129524504
RPE1,0.5383613829502881,0.500139738566579
RPE1,0.8012641358523173,0.5647493261331529
RPE1,0.9958408982739928,0.7866517223216
RPE1,0.7169346622907508,0.7225430802788705
RPE1,0.17414271333279996,0.22270066776249553
RPE1,0.4280892758789038,0.5460646295247151
RPE1,0.18013798985405693,0.5103075012243945
RPE1,0.6979409896782558,0.5974601948565244
RPE1,0.15671919122582145,0.37561728820374785
RPE1,0.10013342214702037,0.0022182111526772574
RPE1,0.3723578427927129,0.335338797602412
RPE1,0.41556207544438517,0.12013842840126893
RPE1,0.8747789879039839,0.5467359381053709
RPE1,0.883703520070732,0.618825531029916
RPE1,0.36484315715995985,0.7129999706818204
RPE1,0.5609296292812848,0.3331178022587843
RPE1,0.6569518353212652,0.5129980356243811
RPE1,0.2781586322431383,0.14789904592135997
RPE1,0.47153478477569455,0.377341749597343
RPE1,0.9876999804330076,0.7852195937115701
RPE1,0.37149898240954415,0.4757052936176142
RPE1,0.17829497314468257,0.1929407694445121
RPE1,0.48269510460215026,0.31290148799761686
RPE1,0.0838858032235813,-0.26482603545475536
RPE1,0.7199841475433153,0.8343890381946986
RPE1,0.5298775601258555,0.37365836410710324
RPE1,0.6895495913764201,0.17763946062574376
RPE1,0.3363446442846858,0.5649381617231242
RPE1,0.6359095866171709,0.18079215791470177
RPE1,0.17878286594669535,0.47859773536764405
RPE1,0.1947288887962373,0.0018050717750885958
RPE1,0.6186861004825924,0.2645918223413019
RPE1,0.03404765381520658,-0.018003270519033
RPE1,0.12326364578576832,0.13640780434984442
RPE1,0.8292606434644912,0.8383890140449985
RPE1,0.4275314146474197,0.20331643830279447
RPE1,0.3021444256237612,0.40761287830032245
RPE1,0.3863116868643608,0.41210459409861033
RPE1,0.3883931694820375,0.3812833970351793
RPE1,0.8862606681215847,0.8300872383335536
RPE1,0.8624961914161383,0.6567104725861708
RPE1,0.7508855466946219,0.6090420965062544
RPE1,0.09417491100775033,0.33949230785313034
RPE1,0.7762171292226369,0.501234783624766
RPE1,0.964041429693496,0.6836409446335926
RPE1,0.4546798785092835,0.4633627333562388
RPE1,0.15019079505790445,0.4054802035817599
RPE1,0.5721227813923402,0.4450067902526099
RPE1,0.7763993708665334,0.5773335289869973
RPE1,0.9176039367877787,0.7417579532309873
RPE1,0.9055818297552952,0.631732856540494
RPE1,0.3424666498070571,0.21698231645709165
RPE1,0.12249652800038602,0.3547257588278889
RPE1,0.43382754049569383,0.42194642684118644
RPE1,0.6157328142238714,0.42576660882958145
RPE1,0.4910313263724476,0.23303572001704503
RPE1,0.42313372898109247,0.06689258587729402
RPE1,0.10068877984621383,0.3020090833635243
RPE1,0.6413384744331628,0.37749569080937617
RPE1,0.4073580290193777,0.10930042964868025
RPE1,0.05180744404312554,0.03331625432057886
RPE1,0.4214675358207173,0.4442284692870866
RPE1,0.8934448514118918,0.51455707254236
RPE1,0.2194431486932915,0.33683038403751697
RPE1,0.13225531850365768,0.12961068279400456
RPE1,0.7141492407324346,0.5450793285604736
RPE1,0.2801939513709779,0.32170327189241255
RPE1,0.7383154782815458,0.6829329235237553
RPE1,0.8818333419612034,0.7678985141760435
RPE1,0.6323774344810366,0.5059422847786479
RPE1,0.6971043316261096,0.37175696432906696
RPE1,0.0013173718800592038,0.3648723550109614
RPE1,0.7710123262227739,0.5076272420561456
RPE1,0.5994226832402424,0.07102002618726566
RPE1,0.7411012368421127,0.6131378080883081
RPE1,0.20860421529315298,0.3276345584546055
RPE1,0.5663996817850598,0.40190359505045503
RPE1,0.9420576990232783,0.4137424892411924
RPE1,0.4422818724536215,0.1056766992483017
RPE1,0.12488026089953819,0.17175848854583353
RPE1,0.6996603559850991,0.35717444277399885
RPE1,0.6895979726030022,0.7014754151037896
RPE1,0.8775779146533363,0.5789257548415423
RPE1,0.7737316549730915,0.5005607442608598
RPE1,0.6982622932993342,0.8718203586606424
RPE1,0.7077932976948618,0.15200493147293181
RPE1,0.6449907189009952,0.5054935403761556
