pair,gene_p,gene_q,split_category,method,metric,value,seed
FOXA1+CDKN1B,FOXA1,CDKN1B,"both genes observed, pair held out",additive,top_DE_Pearson,0.4772973774248219,0
FOXA1+CDKN1B,FOXA1,CDKN1B,"both genes observed, pair held out",linear,top_DE_Pearson,0.5087372903593006,0
FOXA1+CDKN1B,FOXA1,CDKN1B,"both genes observed, pair held out",GEARS,top_DE_Pearson,0.603130399119452,0
FOXA1+CDKN1B,FOXA1,CDKN1B,"both genes observed, pair held out",CPA,top_DE_Pearson,0.5635689696672257,0
FOXA1+CDKN1B,FOXA1,CDKN1B,"both genes observed, pair held out",AttentionPert,top_DE_Pearson,0.5697900819415644,0
FOXA1+CDKN1B,FOXA1,CDKN1B,"both genes observed, pair held out",mean,top_DE_Pearson,0.4971821179289487,0
FOXA1+CDKN1B,FOXA1,CDKN1B,"both genes observed, pair held out",OpPert,top_DE_Pearson,0.6803925216715622,1
FOXA1+CDKN1B,FOXA1,CDKN1B,"both genes observed, pair held out",additive,top_DE_Pearson,0.5589628722386573,1
FOXA1+CDKN1B,FOXA1,CDKN1B,"both genes observed, pair held out",linear,top_DE_Pearson,0.5945897074397215,1
FOXA1+CDKN1B,FOXA1,CDKN1B,"both genes observed, pair held out",GEARS,top_DE_Pearson,0.6369680800801343,1
FOXA1+CDKN1B,FOXA1,CDKN1B,"both genes observed, pair held out",CPA,top_DE_Pearson,0.4535227994933534,1
FOXA1+CDKN1B,FOXA1,CDKN1B,"both genes observed, pair held out",AttentionPert,top_DE_Pearson,0.5681337048641323,1
FOXA1+CDKN1B,FOXA1,CDKN1B,"both genes observed, pair held out",mean,top_DE_Pearson,0.3291873961306315,1
FOXA1+CDKN1B,FOXA1,CDKN1B,"both genes observed, pair held out",OpPert,top_DE_Pearson,0.6621635956078676,2
FOXA1+CDKN1B,FOXA1,CDKN1B,"both genes observed, pair held out",additive,top_DE_Pearson,0.5397220216665393,2
FOXA1+CDKN1B,FOXA1,CDKN1B,"both genes observed, pair held out",linear,top_DE_Pearson,0.6327319364873808,2
FOXA1+CDKN1B,FOXA1,CDKN1B,"both genes observed, pair held out",GEARS,top_DE_Pearson,0.6712580635632672,2
FOXA1+CDKN1B,FOXA1,CDKN1B,"both genes observed, pair held out",CPA,top_DE_Pearson,0.5921665028951419,2
FOXA1+CDKN1B,FOXA1,CDKN1B,"both genes observed, pair held out",AttentionPert,top_DE_Pearson,0.559978335356186,2
FOXA1+CDKN1B,FOXA1,CDKN1B,"both genes observed, pair held out",mean,top_DE_Pearson,0.48910966675274425,2
FOXA1+CDKN1B,FOXA1,CDKN1B,"both genes observed, pair held out",OpPert,top_DE_Pearson,0.6283249417605411,3
FOXA1+CDKN1B,FOXA1,CDKN1B,"both genes observed, pair held out",additive,top_DE_Pearson,0.5399164409133991,3
FOXA1+CDKN1B,FOXA1,CDKN1B,"both genes observed, pair held out",linear,top_DE_Pearson,0.629168179017646,3
FOXA1+CDKN1B,FOXA1,CDKN1B,"both genes observed, pair held out",GEARS,top_DE_Pearson,0.5665337192406346,3
FOXA1+CDKN1B,FOXA1,CDKN1B,"both genes observed, pair held out",CPA,top_DE_Pearson,0.62834071835455,3
FOXA1+CDKN1B,FOXA1,CDKN1B,"both genes observed, pair held out",AttentionPert,top_DE_Pearson,0.6306440821215381,3
FOXA1+CDKN1B,FOXA1,CDKN1B,"both genes observed, pair held out",mean,top_DE_Pearson,0.40271249097215067,3
FOXA1+CDKN1B,FOXA1,CDKN1B,"both genes observed, pair held out",OpPert,top_DE_Pearson,0.718433647693044,4
FOXA1+CDKN1B,FOXA1,CDKN1B,"both genes observed, pair held out",additive,top_DE_Pearson,0.5819139807222904,4
FOXA1+CDKN1B,FOXA1,CDKN1B,"both genes observed, pair held out",linear,top_DE_Pearson,0.5761155532423594,4
FOXA1+CDKN1B,FOXA1,CDKN1B,"both genes observed, pair held out",GEARS,top_DE_Pearson,0.5542605925183408,4
FOXA1+CDKN1B,FOXA1,CDKN1B,"both genes observed, pair held out",CPA,top_DE_Pearson,0.5284476388854658,4
FOXA1+CDKN1B,FOXA1,CDKN1B,"both genes observed, pair held out",AttentionPert,top_DE_Pearson,0.5577402453858187,4
FOXA1+CDKN1B,FOXA1,CDKN1B,"both genes observed, pair held out",mean,top_DE_Pearson,0.4925556677975176,4
CDKN1B+MAPK1,CDKN1B,MAPK1,"both genes observed, pair held out",OpPert,top_DE_Pearson,0.647755884933669,0
CDKN1B+MAPK1,CDKN1B,MAPK1,"both genes observed, pair held out",additive,top_DE_Pearson,0.5465788652744406,0
CDKN1B+MAPK1,CDKN1B,MAPK1,"both genes observed, pair held out",linear,top_DE_Pearson,0.716707808703535,0
CDKN1B+MAPK1,CDKN1B,MAPK1,"both genes observed, pair held out",GEARS,top_DE_Pearson,0.517361060668778,0
CDKN1B+MAPK1,CDKN1B,MAPK1,"both genes observed, pair held out",CPA,top_DE_Pearson,0.668320873989408,0
CDKN1B+MAPK1,CDKN1B,MAPK1,"both genes observed, pair held out",AttentionPert,top_DE_Pearson,0.5989905448392367,0
CDKN1B+MAPK1,CDKN1B,MAPK1,"both genes observed, pair held out",mean,top_DE_Pearson,0.48467031508095776,0
CDKN1B+MAPK1,CDKN1B,MAPK1,"both genes observed, pair held out",OpPert,top_DE_Pearson,0.6671008748032922,1
CDKN1B+MAPK1,CDKN1B,MAPK1,"both genes observed, pair held out",additive,top_DE_Pearson,0.566683609091714,1
CDKN1B+MAPK1,CDKN1B,MAPK1,"both genes observed, pair held out",linear,top_DE_Pearson,0.5607788937382789,1
CDKN1B+MAPK1,CDKN1B,MAPK1,"both genes observed, pair held out",GEARS,top_DE_Pearson,0.6872430108874474,1
CDKN1B+MAPK1,CDKN1B,MAPK1,"both genes observed, pair held out",CPA,top_DE_Pearson,0.5526117313465166,1
CDKN1B+MAPK1,CDKN1B,MAPK1,"both genes observed, pair held out",AttentionPert,top_DE_Pearson,0.6579340743307548,1
CDKN1B+MAPK1,CDKN1B,MAPK1,"both genes observed, pair held out",mean,top_DE_Pearson,0.4213379727872186,1
CDKN1B+MAPK1,CDKN1B,MAPK1,"both genes observed, pair held out",OpPert,top_DE_Pearson,0.6563848892159228,2
CDKN1B+MAPK1,CDKN1B,MAPK1,"both genes observed, pair held out",additive,top_DE_Pearson,0.47568224686258687,2
CDKN1B+MAPK1,CDKN1B,MAPK1,"both genes observed, pair held out",linear,top_DE_Pearson,0.5973014232208511,2
CDKN1B+MAPK1,CDKN1B,MAPK1,"both genes observed, pair held out",GEARS,top_DE_Pearson,0.686707557415592,2
CDKN1B+MAPK1,CDKN1B,MAPK1,"both genes observed, pair held out",CPA,top_DE_Pearson,0.5753586292107488,2
CDKN1B+MAPK1,CDKN1B,MAPK1,"both genes observed, pair held out",AttentionPert,top_DE_Pearson,0.5781868580777654,2
CDKN1B+MAPK1,CDKN1B,MAPK1,"both genes observed, pair held out",mean,top_DE_Pearson,0.39312298221592434,2
CDKN1B+MAPK1,CDKN1B,MAPK1,"both genes observed, pair held out",OpPert,top_DE_Pearson,0.6462424407868614,3
CDKN1B+MAPK1,CDKN1B,MAPK1,"both genes observed, pair held out",additive,top_DE_Pearson,0.44443234441670837,3
CDKN1B+MAPK1,CDKN1B,MAPK1,"both genes observed, pair held out",linear,top_DE_Pearson,0.5152273207968703,3
CDKN1B+MAPK1,CDKN1B,MAPK1,"both genes observed, pair held out",GEARS,top_DE_Pearson,0.6136071627665481,3
CDKN1B+MAPK1,CDKN1B,MAPK1,"both genes observed, pair held out",CPA,top_DE_Pearson,0.6591407918644837,3
CDKN1B+MAPK1,CDKN1B,MAPK1,"both genes observed, pair held out",AttentionPert,top_DE_Pearson,0.7585526516737702,3
CDKN1B+MAPK1,CDKN1B,MAPK1,"both genes observed, pair held out",mean,top_DE_Pearson,0.4248048948957459,3
CDKN1B+MAPK1,CDKN1B,MAPK1,"both genes observed, pair held out",OpPert,top_DE_Pearson,0.7461180093987263,4
CDKN1B+MAPK1,CDKN1B,MAPK1,"both genes observed, pair held out",additive,top_DE_Pearson,0.5546251488240989,4
CDKN1B+MAPK1,CDKN1B,MAPK1,"both genes observed, pair held out",linear,top_DE_Pearson,0.5609251411952174,4
CDKN1B+MAPK1,CDKN1B,MAPK1,"both genes observed, pair held out",GEARS,top_DE_Pearson,0.6259556671035691,4
CDKN1B+MAPK1,CDKN1B,MAPK1,"both genes observed, pair held out",CPA,top_DE_Pearson,0.5837149890207975,4
CDKN1B+MAPK1,CDKN1B,MAPK1,"both genes observed, pair held out",AttentionPert,top_DE_Pearson,0.5966237435367331,4
CDKN1B+MAPK1,CDKN1B,MAPK1,"both genes observed, pair held out",mean,top_DE_Pearson,0.4355000102303998,4
JUN+MAPK1,JUN,MAPK1,"both genes observed, pair held out",OpPert,top_DE_Pearson,0.6991946929968735,0
JUN+MAPK1,JUN,MAPK1,"both genes observed, pair held out",additive,top_DE_Pearson,0.5233979945948573,0
JUN+MAPK1,JUN,MAPK1,"both genes observed, pair held out",linear,top_DE_Pearson,0.53423466602063,0
JUN+MAPK1,JUN,MAPK1,"both genes observed, pair held out",GEARS,top_DE_Pearson,0.6005103376033892,0
JUN+MAPK1,JUN,MAPK1,"both genes observed, pair held out",CPA,top_DE_Pearson,0.6276959351749376,0
JUN+MAPK1,JUN,MAPK1,"both genes observed, pair held out",AttentionPert,top_DE_Pearson,0.6008218365815838,0
JUN+MAPK1,JUN,MAPK1,"both genes observed, pair held out",mean,top_DE_Pearson,0.42063670380154194,0
JUN+MAPK1,JUN,MAPK1,"both genes observed, pair held out",OpPert,top_DE_Pearson,0.7335775773389369,1
JUN+MAPK1,JUN,MAPK1,"both genes observed, pair held out",additive,top_DE_Pearson,0.634751130178898,1
JUN+MAPK1,JUN,MAPK1,"both genes observed, pair held out",linear,top_DE_Pearson,0.5996733993193711,1
JUN+MAPK1,JUN,MAPK1,"both genes observed, pair held out",GEARS,top_DE_Pearson,0.6584198106806454,1
JUN+MAPK1,JUN,MAPK1,"both genes observed, pair held out",CPA,top_DE_Pearson,0.6545175998088286,1
JUN+MAPK1,JUN,MAPK1,"both genes observed, pair held out",AttentionPert,top_DE_Pearson,0.6578059589842707,1
JUN+MAPK1,JUN,MAPK1,"both genes observed, pair held out",mean,top_DE_Pearson,0.4968459506267574,1
JUN+MAPK1,JUN,MAPK1,"both genes observed, pair held out",OpPert,top_DE_Pearson,0.6959008228244928,2
JUN+MAPK1,JUN,MAPK1,"both genes observed, pair held out",additive,top_DE_Pearson,0.5711796344007902,2
JUN+MAPK1,JUN,MAPK1,"both genes observed, pair held out",linear,top_DE_Pearson,0.5041597395271773,2
JUN+MAPK1,JUN,MAPK1,"both genes observed, pair held out",GEARS,top_DE_Pearson,0.6420433894115751,2
JUN+MAPK1,JUN,MAPK1,"both genes observed, pair held out",CPA,top_DE_Pearson,0.49865116173240676,2
JUN+MAPK1,JUN,MAPK1,"both genes observed, pair held out",AttentionPert,top_DE_Pearson,0.5423240326924966,2
JUN+MAPK1,JUN,MAPK1,"both genes observed, pair held out",mean,top_DE_Pearson,0.5382139040684852,2
JUN+MAPK1,JUN,MAPK1,"both genes observed, pair held out",OpPert,top_DE_Pearson,0.7104132097616518,3
JUN+MAPK1,JUN,MAPK1,"both genes observed, pair held out",additive,top_DE_Pearson,0.6292438973811518,3
JUN+MAPK1,JUN,MAPK1,"both genes observed, pair held out",linear,top_DE_Pearson,0.5536995369787624,3
JUN+MAPK1,JUN,MAPK1,"both genes observed, pair held out",GEARS,top_DE_Pearson,0.530865069523394,3
JUN+MAPK1,JUN,MAPK1,"both genes observed, pair held out",CPA,top_DE_Pearson,0.5655737681757794,3
JUN+MAPK1,JUN,MAPK1,"both genes observed, pair held out",AttentionPert,top_DE_Pearson,0.5961218778344344,3
JUN+MAPK1,JUN,MAPK1,"both genes observed, pair held out",mean,top_DE_Pearson,0.46473932298040055,3
JUN+MAPK1,JUN,MAPK1,"both genes observed, pair held out",OpPert,top_DE_Pearson,0.728020828725402,4
JUN+MAPK1,JUN,MAPK1,"both genes observed, pair held out",additive,top_DE_Pearson,0.5183237744997933,4
JUN+MAPK1,JUN,MAPK1,"both genes observed, pair held out",linear,top_DE_Pearson,0.5911220683081754,4
JUN+MAPK1,JUN,MAPK1,"both genes observed, pair held out",GEARS,top_DE_Pearson,0.5406823710339236,4
JUN+MAPK1,JUN,MAPK1,"both genes observed, pair held out",CPA,top_DE_Pearson,0.6070190366826287,4
JUN+MAPK1,JUN,MAPK1,"both genes observed, pair held out",AttentionPert,top_DE_Pearson,0.5901865130111382,4
JUN+MAPK1,JUN,MAPK1,"both genes observed, pair held out",mean,top_DE_Pearson,0.41501119970292893,4
STAT3+FOXA1,STAT3,FOXA1,"both genes observed, pair held out",OpPert,top_DE_Pearson,0.766280474536061,0
STAT3+FOXA1,STAT3,FOXA1,"both genes observed, pair held out",additive,top_DE_Pearson,0.5340932398615272,0
STAT3+FOXA1,STAT3,FOXA1,"both genes observed, pair held out",linear,top_DE_Pearson,0.5553662333893596,0
STAT3+FOXA1,STAT3,FOXA1,"both genes observed, pair held out",GEARS,top_DE_Pearson,0.47415294254339146,0
STAT3+FOXA1,STAT3,FOXA1,"both genes observed, pair held out",CPA,top_DE_Pearson,0.5263475588812313,0
STAT3+FOXA1,STAT3,FOXA1,"both genes observed, pair held out",AttentionPert,top_DE_Pearson,0.5742155945326188,0
STAT3+FOXA1,STAT3,FOXA1,"both genes observed, pair held out",mean,top_DE_Pearson,0.4188488394294014,0
STAT3+FOXA1,STAT3,FOXA1,"both genes observed, pair held out",OpPert,top_DE_Pearson,0.7429024556026678,1
STAT3+FOXA1,STAT3,FOXA1,"both genes observed, pair held out",additive,top_DE_Pearson,0.530103733476227,1
STAT3+FOXA1,STAT3,FOXA1,"both genes observed, pair held out",linear,top_DE_Pearson,0.6473066549590951,1
STAT3+FOXA1,STAT3,FOXA1,"both genes observed, pair held out",GEARS,top_DE_Pearson,0.603702278043022,1
STAT3+FOXA1,STAT3,FOXA1,"both genes observed, pair held out",CPA,top_DE_Pearson,0.5822336701852946,1
STAT3+FOXA1,STAT3,FOXA1,"both genes observed, pair held out",AttentionPert,top_DE_Pearson,0.5846722131372499,1
STAT3+FOXA1,STAT3,FOXA1,"both genes observed, pair held out",mean,top_DE_Pearson,0.4602277750972875,1
STAT3+FOXA1,STAT3,FOXA1,"both genes observed, pair held out",OpPert,top_DE_Pearson,0.7631277001829915,2
STAT3+FOXA1,STAT3,FOXA1,"both genes observed, pair held out",additive,top_DE_Pearson,0.40082335639492694,2
STAT3+FOXA1,STAT3,FOXA1,"both genes observed, pair held out",linear,top_DE_Pearson,0.44990725533367926,2
STAT3+FOXA1,STAT3,FOXA1,"both genes observed, pair held out",GEARS,top_DE_Pearson,0.5674097501366332,2
STAT3+FOXA1,STAT3,FOXA1,"both genes observed, pair held out",CPA,top_DE_Pearson,0.5808716729162541,2
STAT3+FOXA1,STAT3,FOXA1,"both genes observed, pair held out",AttentionPert,top_DE_Pearson,0.6314062654858407,2
STAT3+FOXA1,STAT3,FOXA1,"both genes observed, pair held out",mean,top_DE_Pearson,0.48838523188164845,2
STAT3+FOXA1,STAT3,FOXA1,"both genes observed, pair held out",OpPert,top_DE_Pearson,0.6369452452271657,3
STAT3+FOXA1,STAT3,FOXA1,"both genes observed, pair held out",additive,top_DE_Pearson,0.6011426215945058,3
STAT3+FOXA1,STAT3,FOXA1,"both genes observed, pair held out",linear,top_DE_Pearson,0.6318117241891638,3
STAT3+FOXA1,STAT3,FOXA1,"both genes observed, pair held out",GEARS,top_DE_Pearson,0.6110434698762939,3
STAT3+FOXA1,STAT3,FOXA1,"both genes observed, pair held out",CPA,top_DE_Pearson,0.6377594543492104,3
STAT3+FOXA1,STAT3,FOXA1,"both genes observed, pair held out",AttentionPert,top_DE_Pearson,0.6063587158059277,3
STAT3+FOXA1,STAT3,FOXA1,"both genes observed, pair held out",mean,top_DE_Pearson,0.42631101839302693,3
STAT3+FOXA1,STAT3,FOXA1,"both genes observed, pair held out",OpPert,top_DE_Pearson,0.7018690103400002,4
STAT3+FOXA1,STAT3,FOXA1,"both genes observed, pair held out",additive,top_DE_Pearson,0.5466367873547207,4
STAT3+FOXA1,STAT3,FOXA1,"both genes observed, pair held out",linear,top_DE_Pearson,0.5700803908052692,4
STAT3+FOXA1,STAT3,FOXA1,"both genes observed, pair held out",GEARS,top_DE_Pearson,0.6883772143313744,4
STAT3+FOXA1,STAT3,FOXA1,"both genes observed, pair held out",CPA,top_DE_Pearson,0.4329476722875948,4
STAT3+FOXA1,STAT3,FOXA1,"both genes observed, pair held out",AttentionPert,top_DE_Pearson,0.5049389497904258,4
STAT3+FOXA1,STAT3,FOXA1,"both genes observed, pair held out",mean,top_DE_Pearson,0.38877577441753775,4
CEBPA+JUN,CEBPA,JUN,exactly one gene observed,OpPert,top_DE_Pearson,0.4695604611336172,0
CEBPA+JUN,CEBPA,JUN,exactly one gene observed,additive,top_DE_Pearson,0.38089051806135044,0
CEBPA+JUN,CEBPA,JUN,exactly one gene observed,linear,top_DE_Pearson,0.4183494992885858,0
CEBPA+JUN,CEBPA,JUN,exactly one gene observed,GEARS,top_DE_Pearson,0.6474454455245535,0
CEBPA+JUN,CEBPA,JUN,exactly one gene observed,CPA,top_DE_Pearson,0.5881045168648288,0
CEBPA+JUN,CEBPA,JUN,exactly one gene observed,AttentionPert,top_DE_Pearson,0.46529503493892105,0
CEBPA+JUN,CEBPA,JUN,exactly one gene observed,mean,top_DE_Pearson,0.33818500258159206,0
CEBPA+JUN,CEBPA,JUN,exactly one gene observed,OpPert,top_DE_Pearson,0.49104776016870244,1
CEBPA+JUN,CEBPA,JUN,exactly one gene observed,additive,top_DE_Pearson,0.325512175206484,1
CEBPA+JUN,CEBPA,JUN,exactly one gene observed,linear,top_DE_Pearson,0.4629871888154885,1
CEBPA+JUN,CEBPA,JUN,exactly one gene observed,GEARS,top_DE_Pearson,0.44012888100535846,1
CEBPA+JUN,CEBPA,JUN,exactly one gene observed,CPA,top_DE_Pearson,0.4749089681002794,1
CEBPA+JUN,CEBPA,JUN,exactly one gene observed,AttentionPert,top_DE_Pearson,0.39398764905739136,1
CEBPA+JUN,CEBPA,JUN,exactly one gene observed,mean,top_DE_Pearson,0.3142815325013845,1
CEBPA+JUN,CEBPA,JUN,exactly one gene observed,OpPert,top_DE_Pearson,0.56891762571817,2
CEBPA+JUN,CEBPA,JUN,exactly one gene observed,additive,top_DE_Pearson,0.4619725758670362,2
CEBPA+JUN,CEBPA,JUN,exactly one gene observed,linear,top_DE_Pearson,0.49504831752452083,2
CEBPA+JUN,CEBPA,JUN,exactly one gene observed,GEARS,top_DE_Pearson,0.42077066095057775,2
CEBPA+JUN,CEBPA,JUN,exactly one gene observed,CPA,top_DE_Pearson,0.5312811438081337,2
CEBPA+JUN,CEBPA,JUN,exactly one gene observed,AttentionPert,top_DE_Pearson,0.441987298203889,2
CEBPA+JUN,CEBPA,JUN,exactly one gene observed,mean,top_DE_Pearson,0.39797147487643836,2
CEBPA+JUN,CEBPA,JUN,exactly one gene observed,OpPert,top_DE_Pearson,0.5593616794029085,3
CEBPA+JUN,CEBPA,JUN,exactly one gene observed,additive,top_DE_Pearson,0.35741675005532314,3
CEBPA+JUN,CEBPA,JUN,exactly one gene observed,linear,top_DE_Pearson,0.4510281377251287,3
CEBPA+JUN,CEBPA,JUN,exactly one gene observed,GEARS,top_DE_Pearson,0.5219218245238261,3
CEBPA+JUN,CEBPA,JUN,exactly one gene observed,CPA,top_DE_Pearson,0.5167779228284759,3
CEBPA+JUN,CEBPA,JUN,exactly one gene observed,AttentionPert,top_DE_Pearson,0.4815407261533349,3
CEBPA+JUN,CEBPA,JUN,exactly one gene observed,mean,top_DE_Pearson,0.45190673343606313,3
CEBPA+JUN,CEBPA,JUN,exactly one gene observed,OpPert,top_DE_Pearson,0.6204506462591936,4
CEBPA+JUN,CEBPA,JUN,exactly one gene observed,additive,top_DE_Pearson,0.42460075301601485,4
CEBPA+JUN,CEBPA,JUN,exactly one gene observed,linear,top_DE_Pearson,0.5150073087282167,4
CEBPA+JUN,CEBPA,JUN,exactly one gene observed,GEARS,top_DE_Pearson,0.6160276091112912,4
CEBPA+JUN,CEBPA,JUN,exactly one gene observed,CPA,top_DE_Pearson,0.5976290760469816,4
CEBPA+JUN,CEBPA,JUN,exactly one gene observed,AttentionPert,top_DE_Pearson,0.41632000715065015,4
CEBPA+JUN,CEBPA,JUN,exactly one gene observed,mean,top_DE_Pearson,0.30440801333057094,4
CEBPA+CDKN1A,CEBPA,CDKN1A,neither gene observed,OpPert,top_DE_Pearson,0.4308283521580572,0
CEBPA+CDKN1A,CEBPA,CDKN1A,neither gene observed,additive,top_DE_Pearson,0.3652136025684752,0
CEBPA+CDKN1A,CEBPA,CDKN1A,neither gene observed,linear,top_DE_Pearson,0.3638561976033342,0
CEBPA+CDKN1A,CEBPA,CDKN1A,neither gene observed,GEARS,top_DE_Pearson,0.3609661827756645,0
CEBPA+CDKN1A,CEBPA,CDKN1A,neither gene observed,CPA,top_DE_Pearson,0.3395472522965295,0
CEBPA+CDKN1A,CEBPA,CDKN1A,neither gene observed,AttentionPert,top_DE_Pearson,0.3472597761352375,0
CEBPA+CDKN1A,CEBPA,CDKN1A,neither gene observed,mean,top_DE_Pearson,0.20722942228046345,0
CEBPA+CDKN1A,CEBPA,CDKN1A,neither gene observed,OpPert,top_DE_Pearson,0.5968979726365637,1
CEBPA+CDKN1A,CEBPA,CDKN1A,neither gene observed,additive,top_DE_Pearson,0.3578506642711333,1
CEBPA+CDKN1A,CEBPA,CDKN1A,neither gene observed,linear,top_DE_Pearson,0.4232055432642843,1
CEBPA+CDKN1A,CEBPA,CDKN1A,neither gene observed,GEARS,top_DE_Pearson,0.3706553519128646,1
CEBPA+CDKN1A,CEBPA,CDKN1A,neither gene observed,CPA,top_DE_Pearson,0.36884259936883707,1
CEBPA+CDKN1A,CEBPA,CDKN1A,neither gene observed,AttentionPert,top_DE_Pearson,0.3471867611177787,1
CEBPA+CDKN1A,CEBPA,CDKN1A,neither gene observed,mean,top_DE_Pearson,0.10089749990484789,1
CEBPA+CDKN1A,CEBPA,CDKN1A,neither gene observed,OpPert,top_DE_Pearson,0.37731944338912804,2
CEBPA+CDKN1A,CEBPA,CDKN1A,neither gene observed,additive,top_DE_Pearson,0.23136287920117635,2
CEBPA+CDKN1A,CEBPA,CDKN1A,neither gene observed,linear,top_DE_Pearson,0.23501297332290355,2
CEBPA+CDKN1A,CEBPA,CDKN1A,neither gene observed,GEARS,top_DE_Pearson,0.3282784615421139,2
CEBPA+CDKN1A,CEBPA,CDKN1A,neither gene observed,CPA,top_DE_Pearson,0.45949734076289783,2
CEBPA+CDKN1A,CEBPA,CDKN1A,neither gene observed,AttentionPert,top_DE_Pearson,0.38733382993773874,2
CEBPA+CDKN1A,CEBPA,CDKN1A,neither gene observed,mean,top_DE_Pearson,0.33743382573927044,2
CEBPA+CDKN1A,CEBPA,CDKN1A,neither gene observed,OpPert,top_DE_Pearson,0.48465895461405256,3
CEBPA+CDKN1A,CEBPA,CDKN1A,neither gene observed,additive,top_DE_Pearson,0.38695352954290957,3
CEBPA+CDKN1A,CEBPA,CDKN1A,neither gene observed,linear,top_DE_Pearson,0.3159461802817255,3
CEBPA+CDKN1A,CEBPA,CDKN1A,neither gene observed,GEARS,top_DE_Pearson,0.4314370572515603,3
CEBPA+CDKN1A,CEBPA,CDKN1A,neither gene observed,CPA,top_DE_Pearson,0.42372285404446075,3
CEBPA+CDKN1A,CEBPA,CDKN1A,neither gene observed,AttentionPert,top_DE_Pearson,0.3554011624659784,3
CEBPA+CDKN1A,CEBPA,CDKN1A,neither gene observed,mean,top_DE_Pearson,0.29357242223697,3
CEBPA+CDKN1A,CEBPA,CDKN1A,neither gene observed,OpPert,top_DE_Pearson,0.49397126551449,4
CEBPA+CDKN1A,CEBPA,CDKN1A,neither gene observed,additive,top_DE_Pearson,0.30702684273219505,4
CEBPA+CDKN1A,CEBPA,CDKN1A,neither gene observed,linear,top_DE_Pearson,0.3026338940637403,4
CEBPA+CDKN1A,CEBPA,CDKN1A,neither gene observed,GEARS,top_DE_Pearson,0.32895230008610366,4
CEBPA+CDKN1A,CEBPA,CDKN1A,neither gene observed,CPA,top_DE_Pearson,0.3851903325152877,4
CEBPA+CDKN1A,CEBPA,CDKN1A,neither gene observed,AttentionPert,top_DE_Pearson,0.4096205921273589,4
CEBPA+CDKN1A,CEBPA,CDKN1A,neither gene observed,mean,top_DE_Pearson,0.21244845017252514,4
JUN+CEBPE,JUN,CEBPE,exactly one gene observed,OpPert,top_DE_Pearson,0.5970914428799181,0
JUN+CEBPE,JUN,CEBPE,exactly one gene observed,additive,top_DE_Pearson,0.5331128072073493,0
JUN+CEBPE,JUN,CEBPE,exactly one gene observed,linear,top_DE_Pearson,0.5466188499318826,0
JUN+CEBPE,JUN,CEBPE,exactly one gene observed,GEARS,top_DE_Pearson,0.43992251403460736,0
JUN+CEBPE,JUN,CEBPE,exactly one gene observed,CPA,top_DE_Pearson,0.5810151725722813,0
JUN+CEBPE,JUN,CEBPE,exactly one gene observed,AttentionPert,top_DE_Pearson,0.4581414097266571,0
JUN+CEBPE,JUN,CEBPE,exactly one gene observed,mean,top_DE_Pearson,0.4226923687472656,0
JUN+CEBPE,JUN,CEBPE,exactly one gene observed,OpPert,top_DE_Pearson,0.5640791975630653,1
JUN+CEBPE,JUN,CEBPE,exactly one gene observed,additive,top_DE_Pearson,0.41527103729258197,1
JUN+CEBPE,JUN,CEBPE,exactly one gene observed,linear,top_DE_Pearson,0.361538188413504,1
JUN+CEBPE,JUN,CEBPE,exactly one gene observed,GEARS,top_DE_Pearson,0.48970612938701913,1
JUN+CEBPE,JUN,CEBPE,exactly one gene observed,CPA,top_DE_Pearson,0.38643700588166346,1
JUN+CEBPE,JUN,CEBPE,exactly one gene observed,AttentionPert,top_DE_Pearson,0.5480379541505663,1
JUN+CEBPE,JUN,CEBPE,exactly one gene observed,mean,top_DE_Pearson,0.45100755942835485,1
JUN+CEBPE,JUN,CEBPE,exactly one gene observed,OpPert,top_DE_Pearson,0.5121853406421987,2
JUN+CEBPE,JUN,CEBPE,exactly one gene observed,additive,top_DE_Pearson,0.4581182445511563,2
JUN+CEBPE,JUN,CEBPE,exactly one gene observed,linear,top_DE_Pearson,0.42647650867952147,2
JUN+CEBPE,JUN,CEBPE,exactly one gene observed,GEARS,top_DE_Pearson,0.46229091619179263,2
JUN+CEBPE,JUN,CEBPE,exactly one gene observed,CPA,top_DE_Pearson,0.5264696822319223,2
JUN+CEBPE,JUN,CEBPE,exactly one gene observed,AttentionPert,top_DE_Pearson,0.48768770428939523,2
JUN+CEBPE,JUN,CEBPE,exactly one gene observed,mean,top_DE_Pearson,0.4643788825158607,2
JUN+CEBPE,JUN,CEBPE,exactly one gene observed,OpPert,top_DE_Pearson,0.5310660512778248,3
JUN+CEBPE,JUN,CEBPE,exactly one gene observed,additive,top_DE_Pearson,0.49996017994846936,3
JUN+CEBPE,JUN,CEBPE,exactly one gene observed,linear,top_DE_Pearson,0.4758448047774669,3
JUN+CEBPE,JUN,CEBPE,exactly one gene observed,GEARS,top_DE_Pearson,0.547746680584654,3
JUN+CEBPE,JUN,CEBPE,exactly one gene observed,CPA,top_DE_Pearson,0.45317054056020317,3
JUN+CEBPE,JUN,CEBPE,exactly one gene observed,AttentionPert,top_DE_Pearson,0.48702646974690506,3
JUN+CEBPE,JUN,CEBPE,exactly one gene observed,mean,top_DE_Pearson,0.3530700672420639,3
JUN+CEBPE,JUN,CEBPE,exactly one gene observed,OpPert,top_DE_Pearson,0.5098365731092528,4
